jian zhi  ruan(gen);fumio  shiraishi
marnix j. van der wiel;harm geert muller
kenneth b. butterfield;howard c. bryant
martin  dubs;harold w. galbraith
yoseph  imry;david j. bergman
t. e. toohig;g. o. williams
m. eugene rudd;c. a. ratcliffe
marvin d. girardeau;c. f. hart
herman p. godfried;isaac f. silvera
hyatt m. gibbs;michael s. feld
b.  kamke;kay  niemax
g.  jönsson;p.  grafström
n.  rosenberg;baruch  horovitz
c.  garban-labaune;f.  amiranoff
peter p. crooker;j. h. flack
h.  pummer;h.  egger
hans  bichsel;l. e. porter
jacques  dubau;m.  bitter
ricardo j. horowicz;c. v. barros leite
k. sandhya devi;steven e. koonin
mau hsiung chen;hans  mark
scott  wallace;dan  dill
gilbert  albinet;a. s. tremblay
p. l. finn;helmut r. brand
young soon kim;t. n. chang
ignacio  alvarez;carmen  cisneros
girish s. agarwal;dan  agassi
takashi  nakayama;noriaki  tsukada
paul d. kleiber;keith  burnett
a. s. ghosh;madhumita barua basu
richard c. mockler;alan j. hurd
a.  de marchi;e.  bava
r. w. hamm;winthrop w. smith
l. a bloomfield;h.  gerhardt
h. j. andrä;p.  kuske
r.  camilloni;ronald w. henry
h.  tootoonchi;r. w. hamm
raymond  kind;h.  arend
n.  rud;k.  dybdal
th. m. vankleef;l. i. podobedova
m. a. fineman;gy.  csanak
g.  gaul;j. l. tain
kay  niemax;b.  kamke
pamela r. woodruff;james r. samson
t. j. kvale;d. g. seely
r. s. srivastava;b.  padhy
m.  hugon;józef  szudy
e. w. cumming;nabil m. lawandy
t. j. kvale;e.  redd
william c. schieve;h. j. carmichael
axel  schenzle;richard g. brewer
josé maría sancho;maxi san miguel
ting s. luk;charles k. rhodes
e. n. tsyganov;t. s. nigmanov
leif  liljeby;ivan a. sellin
k.  kaeser;l.  schellenberg
vojislav  radojević;l. v. chernysheva
yoshinori  akaishi;s.  nakaichi
bruce d. patterson;h.  appel
a.  gaupp;p.  kuske
andrew u. hazi;j. norman bardsley
f. b. dunning;k. a. smith
y. k. ho;joseph  callaway
ulf  litzén;c.  jupén
george allen baker;manuel  de llano
peter l. lee;a. anil kumar
w.  tai-meng;c.  jupén
k. g. schiessel;a. anil kumar
james r. samson;pamela r. woodruff
robert  anholt;k.  aashamar
yoshio  kaneko;a.  matsumoto
j.  pinard;amina  taleb
ivan a. sellin;s. d. berry
p.  mandelbaum;e.  meroz
b.  dubois;n.  stolterfoht
m.  cormier;michael s. feld
donald g. fleming;randall j. mikula
d. j. sullivan;evangelos a. coutsias
joshua  felsteiner;j.  politch
b.  styczen;g.  gaul
zoltán  rácz;tamás  tél
j.  virmont;c.  garban-labaune
r.  panock;richard r. freeman
david a. clark;j. c. pratt
grant j. lockwood;james m. hoffman
jeffrey  bokor;richard r. freeman
g. d. enright;david m. villeneuve
helmut r. brand;p. e. cladis
a. s. ghosh;m.  daskhan
m. e. hamm;david a. clark
m.  rothschild;charles k. rhodes
r. j. maurer;k.  parthasaradhi
stephan w. koch;c.  desai
theodor w. hänsch;h.  gerhardt
ch. k. kwan;m. n. uddin
l. j. yu;j. d. litster
e.  meroz;p.  mandelbaum
zeev  schuss;david j. bergman
david f. measday;a.  bagheri
peter l. knight;paul m. radmore
michael g. raymer;paul d. kleiber
s. k. sur;s. c. mukherjee
d. h. schneider;b.  dubois
y.  kenmochi;nobuhiro  kuwahara
g.  melchart;h.  madsbøll
james m. hoffman;grant j. lockwood
b. c. robertson;k. a. aniol
e. c. montenegro;n. v. de castro faria
raymond  kind;robert  blinc
john t. marshall;a. k. rajagopal
i. s. lakicevic;a.  lesage
b. l. hu;j. m. mao
robert v. pyle;alfred s. schlachter
d. l. ziegler;david e. nitz
james d. johnson;brad lee holian
n. c. sil;sunanda  guha
steven h. overbury;m. m. schauer
l.  oolman;a.  glick
h.  sharifian;p. m. gram
a.  matsumoto;seishi  takagi
r. a. phaneuf;r.  camilloni
koichi  izumo;tadayoshi  doke
fred r. buskirk;john r. neighbours
k. a. smith;david e. nitz
james h. mcguire;jörg m. eichler
g. a. ruff;k. a. safinya
p. p. kane;a. k. priyadarsini
matti  kaivola;juha  javanainen
stephen m. foiles;fred  lado
andrzej  pȩkalski;p.  clippe
christian  delsart;j.  c. keller
thomas w. mossberg;ravinder  kachru
robert j. birgeneau;m.  meichle
b.  styczen;w.  oelert
winthrop w. smith;h.  sharifian
donald harvey stork;j.  kubic
ezechiel d. cohen;t. r. kirkpatrick
v.  saile;i. t. steinberger
c.  chaleard;alain  catherinot
ezechiel d. cohen;j. robert dorfman
j. p. mossé;jean pierre briand
a.  yamadera;h.  arai
l. j. yu;m.  meichle
jaap g. snijders;e. elliott burnell
s. m. morita;k.  sera
björn o. roos;per m. siegbahn
t.  tonuma;tan  takahashi
vernon w. hughes;m. s. lubell
fred w. inman;a.  glick
p.  clippe;andrzej  pȩkalski
g.  goldring;y.  eisen
p. m. gram;j. c. pratt
m. l. gaillard;c. r. bingham
arnold  russek;ramiro garcia g.
g.  piller;m.  boschung
g. a. kohring;ronald e. olson
sunil p. singh;k. s. srivastava
n. i. winstrup;p. t. nielsen
françois  perrot;geoff c. aers
haakon a. olsen;hans  kolbenstvedt
yoshio  kaneko;masahiro  kimura
sunil p. singh;r. s. nayal
günther  clausnitzer;e.  huttel
pierre  laporte;r.  reininger
william e. cooke;richard r. freeman
john w. cooper;peter  zoller
georges  raseev;vincent  mckoy
r. aaron falk;giovanni  stefani
j. y. hou;r.  normandin
mike c. andrews;arlen r. zander
p. s. mazumdar;a. s. ghosh
r. m. hornreich;h.  grebel
h.  gerhardt;b.  couillaud
benjamin m. ocko;carl w. garland
e. a. watson;samuel l. mccall
bharat b. pant;david  jasnow
p. f. wainwright;t. j. gay
j. w. parker;r. h. hill
l. b. patterson;j. s. kirkaldy
g. a. glass;ivan a. sellin
noel a. clark;alan j. hurd
j.  bastian;alfred  maquet
g. h. both;karl  lohmer
philip l. pepmiller;patrick  richard
bruce d. patterson;eugen  holzschuh
c.  higgs;f. b. dunning
p. m. kocur;jack l. price
a.  lesage;d.  abadie
e.  fabre;j.  virmont
a.  bagheri;martin  salomon
jack  sugar;w. t. hill
t. k. umesh;ramakrishna  gowda
w. h. bertl;c. a. petitjean
a.  boyer;h.  abachi
j. d. litster;carl w. garland
hugh e. dewitt;david a. young
e. h. da jornada;b.  liberman
c. v. kunasz;keith  burnett
j. o. ekberg;c.  jupén
ove  poulsen;n. i. winstrup
p.  böni;j. h. bilgram
h. c. burstyn;richard a. ferrell
k. w. hill;paul  faucher
david a. dixon;robert a. eades
charles d. boley;sow hsin chen
v. visweswara rao;d. venkateswara rao
k.  kamada;s.  miyoshi
jack b. swift;carlos a. cajas
a.  filevich;y.  eisen
werner  zickendraht;shankar n. mukherjee
masahiro  kimura;s.  tsurubuchi
david a. young;arthur c. mitchell
j. j. leventhal;maria  allegrini
munir h. nayfeh;david b. geohegan
p.  siffert;p. r. jensen
dezsö  horváth;c. j. virtue
ove  poulsen;p. t. nielsen
p. g. rancoita;j.  movchet
john c. wheeler;pierre m. pfeuty
j.  slak;gervais  chapuis
semaan i. salem;peter l. lee
y.  eisen;a.  filevich
peter h. handel;dieter  wolf
p.  siffert;g.  melchart
itamar  procaccia;avraham  ben-mizrachi
lorenzo m. narducci;lawrence s. schulman
m.  klapisch;arie  zigler
claude  fabre;jan r. rubbmark
jian min yuan;m. f. squicciarini
h. m. lai;y. t. hui
josé luís martins;wanda  andreoni
j. l. dehmer;dan  dill
d.  frye;s.  lakdawala
charles f. kennel;j. n. leboeuf
a.  mattheus;p. l. jones
f.  james;l.  vanrossum
g. o. williams;donald harvey stork
w. f. brinkman;saul  meiboom
u.  heinzmann;franz  schäfers
s. d. berry;m.  suter
eliane  luc-koenig;amina  taleb
j. a polo;p. a. egelstaff
j.  kubic;mahmoud a. hasan
maciej  kolwas;f.  bylicki
j.  wolnikowski;j.  supronowicz
s.  huldt;charles r. vane
k. a. aniol;c. j. virtue
r. c. isler;d. e. arnurius
da hsuan feng;lorenzo m. narducci
d. f. muller;m. w. wilson
j. p. apruzese;dwight  duston
l.  moi;philippe  goy
c. r. sun;robert c. allen
lorenzo m. narducci;m. f. squicciarini
sunil p. singh;arun kumar srivastava
norio  kobayashi;s.  tsurubuchi
j. d. cole;h. k. carter
t.  miyoshi;t.  mikumo
w. h. bertl;p.  kammel
g.  melchart;p.  siffert
g. barry hillard;ali h. nayfeh
guenter  ahlers;m. dominguez lerma
a. s. vodopianov;donald harvey stork
g.  mehlman;e. b. saloman
m.  daskhan;a. s. ghosh
j.  kubic;t. e. toohig
zvi  yaniv;giuseppe  chidichimo
charles w. clark;victor  kaufman
b. k. van zyl;h.  neumann
carlos  falcon;priti  khan
helmut r. brand;michael c. cross
a. s. kanofsky;g. o. williams
p. k. boyer;william m. fairbank
pranawa c. deshmukh;walter r. johnson
e. n. tsyganov;walter m. gibson
arthur c. mitchell;m. f. ross
david a. shirley;dennis w. lindle
j. f. bak;j. s. forster
oliver l. weaver;p. r. simony
v.  pfeufer;leonard s. goodman
b.  styczen;j. m. römer
ph.  deschepper;p.  lebrun
p. s. ramanujam;n. i. winstrup
yohko  awaya;a.  hashizume
paul r. berman;o.  redi
constantino  tsallis;luciano r. da silva
hajo  kuiper;theodore w. ducas
w.  oelert;itsuo  katayama
johannes  andriessen;k.  raghunathan
m. f. squicciarini;j. y. gao
d. c. gregory;james m. hall
philip d. miller;l. a. rayburn
n.  rud;k. bonde nielsen
w. e. kauppila;y. f. hsieh
enrique  tirapegui;f.  langouche
j. d. molitoris;ch.  stoller
i. jong kim;g. o. williams
b. h. bransden;d. s. belić
w.  kündig;peter f. meier
a.  hashizume;masato  nishida
n.  rouze;ronald  geballe
p.  muralt;bostjan  zeks
r. s. schneider;d.  dillenburg
baruch  rosner;p. h. mokler
j. h. richardson;evelyn m. fearon
michael s. feld;e. a. watson
paul  manneville;stéphane  zaleski
h. f. beyer;rido  mann
charles k. rhodes;m. w. wilson
a.  matsumoto;shunsuke  ohtani
s. m. stazak;j. g. eden
kia l. ngai;s.  teitler
laird c. brodie;jack s. semura
gy.  csanak;s. w. jensen
h. d. sato;hidekazu  takagi
masato  nishida;akira  hitachi
maria  dworzecka;t. w. atwater
j. a. tanis;klaus h. berkner
richard a. carrigan;c. r. sun
david  salzmann;aaron d. krumbein
charles d. boley;sidney  yip
ting s. luk;t. m. srinivasan
wolfgang  kamke;b.  kamke
w.  schwitz;laurance d. jacobs
e.  uggerhøj;g.  petersen
d. a. church;d. w. wang
takeshi  ishihara;kunihiro  shima
hans r. griem;j. g. wang
d. l. ziegler;r. d. rundel
wolfgang  sandner;ravinder  kachru
kenichi  utsumi;setsuo  ichimaru
josé r. rios leite;cid b. de araújo
john d. goddard;michael l. klein
t. h. kho;m. g. haines
n.  shiomi;r.  ishiwari
a. s. vodopianov;mahmoud a. hasan
wade t. rogers;ronald w. henry
norio  kobayashi;shunsuke  ohtani
adrian n. patrascioiu;a.  rouet
c.  vaucamps;j.  rouch
robert c. allen;t. s. nigmanov
giovanni  stefani;gordon h. dunn
m. m. schauer;sheldon  datz
p. h. kobrin;stephen h. southworth
g. p. gupta;r. k. sharma
josé luis gázquez;eduardo r. hernández
philip l. pepmiller;s.  hagmann
j. m. viner;ronald s. pindak
arlen r. zander;j. l. duggan
a.  matsumoto;yoshio  kaneko
howard m. milchberg;jon c. weisheit
h. j. mahler;richard t. scalettar
alfred s. schlachter;w. g. graham
lowell s. brown;gerald  gabrielse
martin  salomon;b. c. robertson
jeremiah n. silverman;oskar e. polansky
kazumi  maki;david j. bergman
dipak h. oza;joseph  callaway
harvey e. wegner;a.  filevich
robert a pelcovits;g.  grinstein
philip d. miller;mike c. andrews
antonio  quattropani;alfonso  baldereschi
kazuo  yamanaka;masahiro  agu
norberto  micali;rita  giordano
donald g. truhlar;steven m. valone
a. k. rajagopal;s.  teitler
david j. pegg;h. k. carter
a. g. de pinho;m. j. gaillard
john t. park;e.  rille
m. favre dominguez;a. e. dangor
manuel  yáñez;a.  riera
françoise  fabre;guillaume  petite
c. s. ih;reuben  shuker
g. f. drake;j.  patel
kazimierz  rza̧żewski;maciej  lewenstein
p. m. gram;david a. clark
wilfried  meyer;w. f. müller
j. m. raimond;claude  fabre
j. l. davis;k. g. whitney
e. v. alonso;david k. brice
j. p. malrieu;ph.  durand
paul  faucher;m.  bitter
h. w. roser;m. d. hasinoff
m.  cormier;e. a. watson
v.  shanmugasundaram;w. david mccomb
herbert h. chen;h. j. mahler
m. eugene rudd;t. v. goffe
j.  kubic;t. s. nigmanov
uwe  wille;d. h. schneider
w. t. hill;charles w. clark
winthrop w. smith;kenneth b. butterfield
john p. hohimer;james  gee
r. r. alfano;joel i. gersten
r. l. mlekodaj;j. d. cole
d. y. lu;kenneth i. golden
b. r. suydam;s. j. han
o.  savin;a.  enache
daniel  maynau;ph.  durand
shridhar p. gejji;shridhar r. gadre
j. n. das;p. k. bhattacharyya
valery l. pokrovsky;janos  bergou
d. l. kaplan;frederic a. hopf
d. m. blankenship;d. g. seely
priti  khan;carlos  falcon
hari p. saha;charlotte froese fischer
h.  sharifian;j. c. pratt
daniel p. weitekamp;koos  duppen
j  f. delpech;ravinder  kachru
hiroki  nakamura;hidekazu  takagi
peter f. meier;w.  kündig
l.  steenman-clark;f.  bely-dubau
j. m. römer;w.  oelert
shuzo  hattori;terutaka  goto
j. g. eden;s. m. stazak
f. d. mcdaniel;j. l. duggan
yoshio  kaneko;norio  kobayashi
p. r. jensen;j. s. forster
u.  nielsen;p. t. nielsen
e.  leutheusser;l.  letamendia
ring ling  chien;r. stephen berry
h. u. kiefl;h.  berst
indrek  martinson;a. g. trigueiros
m.  lamoureux;r. h. pratt
h.  ruder;heinz  herold
friedhelm  bell;hans  böckl
m.  meuti;roberto  bartolino
yukikazu  itikawa;h. d. sato
rashmi c. desai;j. a. barker
c. r. sun;z.  guzik
j. h. richardson;r. t. tsugawa
erling  veje;stanley  bashkin
j. h. newman;k. a. smith
j. m. stadlbauer;a.  bagheri
m. j. gaillard;r.  saoudi
angela  li-scholz;w.  scholz
donald harvey stork;walter m. gibson
r. e. miers;mark h. phillips
john p. perdew;lee a. cole
t.  tonuma;yohko  awaya
charles  rosenblatt;robert j. birgeneau
m.  eminyan;h. q. porter
riccardo  zanasi;enrico  rossi
marianne  breinig;s. b. elston
masato  nishida;s.  uchiyama
k. h. schartner;w. b. westerveld
brett i. dunlap;j. w. mintmire
eytan  domany;shmuel  shtrikman
d. s. belic;r. aaron falk
t. k. lim;hajime  tanaka
p. r. jensen;e.  uggerhøj
jörg m. eichler;f. t. chan
ulf  litzén;indrek  martinson
k.  kawatsura;philip l. pepmiller
e.  fabre;f.  amiranoff
m.  tawil;paul r. berman
c. a. frost;j. c. pratt
gerald l. jones;eok k. lee
j. l. tain;g. a. berg
wolfgang  domcke;lorenz s. cederbaum
t. s. nigmanov;walter m. gibson
h.  arend;bostjan  zeks
shunsuke  ohtani;yoshio  kaneko
j. a. tanis;j. warren stearns
y.  botzanowski;v. p. kaftandjian
steven j. smith;m. s. dababneh
k. a. safinya;j  f. delpech
s.  bienstock;t. g. heil
h.  ruder;günter  wunner
alfred m. levine;a. n. weiszmann
itsuo  katayama;g. a. berg
isabel  abril;j. a. vallés-abarca
s. w. jensen;robert t. poe
r. h. tipping;richard w. davies
philip c. cosby;rolf  möller
j. o. ekberg;w.  tai-meng
jean paul  zimmermann;gérard  nollez
p. j. martin;e.  redd
h.  madsbøll;j. f. bak
italo  guarneri;giorgio  comparin
z.  guzik;i. jong kim
a.  hashizume;tan  takahashi
paolo  grigolini;dino  leporini
t.  mochizuki;tomoaki  yabe
d.  hammonds;william h. louisell
j. m. römer;g. a. berg
w. p. garver;maria  allegrini
j. m. stadlbauer;martin  salomon
patrizia  ruggiero;marco  zannetti
r. aaron falk;r.  camilloni
k. r. hoffman;t. s. stein
robert n. compton;john c. miller
awadh n. tripathi;mohan  lal
claude  deutsch;yasukage  oda
t. c. wong;h.  grossman
aaron d. krumbein;david  salzmann
t. w. atwater;james j. griffin
g.  murtaza;h. u. rahman
rita  giordano;francesco  mallamace
w. p. garver;j. j. leventhal
harold f. winters;mitio  inokuti
albert c. parr;john b. west
michel  gross;l.  moi
paul r. berman;r. e. salomaa
shunsuke  ohtani;a.  matsumoto
l.  moi;p.  bicchi
szymon  suckewer;samuel a. cohen
r.  saxena;girish s. agarwal
christopher  bottcher;alex  dalgarno
a.  skutlartz;s.  hagmann
melissa  reading;giovanni  stefani
stanley  bashkin;henn  oona
ira b. bernstein;c. m. tang
theodore w. ducas;daniel  kleppner
ann marie  mårtensson-pendrill;jean louis  heully
alex  dalgarno;t. g. heil
thomas a. witten;paul  meakin
h.  tootoonchi;j. b. donahue
c.  vaucamps;charles d. boley
b.  hird;f.  rahman
d. w. duquette;james e. lawler
j. g. wang;hans r. griem
j. l. tain;w.  oelert
p. r. jensen;g.  petersen
gabor j. kalman;kenneth i. golden
james ray peterson;m. j. coggiola
hari p. saha;john s. dahler
g.  melchart;g.  petersen
g. b. mcmillian;k. a. smith
k. s. srivastava;arun kumar srivastava
m.  jäntti;matti  hotokka
e.  uggerhøj;g.  melchart
b. k. rao;u. c. satapathy
duane c. wallace;james d. johnson
w.  tai-meng;a. g. trigueiros
leif  liljeby;m. m. schauer
s. b. elston;ivan a. sellin
r.  mehta;grzegorz  lapicki
h.  appel;bruce d. patterson
j. warren stearns;klaus h. berkner
chindhu s. warke;v. l. narasimham
young soon kim;akiva  ron
a. s. kanofsky;i. jong kim
o.  söderström;ulf  dahlborg
robin  shakeshaft;j. m. wadehra
p.  kuske;a.  gaupp
c.  jupén;lars  engström
h.  gerhardt;l. a. bloomfield
b. g. gokhale;raman nath srivastava
jack l. price;j. l. duggan
g.  petersen;g.  melchart
h.  tootoonchi;m. a. yates
j. richard mowat;s. m. shafroth
c. r. sun;j.  kubic
munir h. nayfeh;kevin  king
joseph l. katz;timothy  mclaughlin
h.  rinneberg;e.  matthias
t. c. wong;h. f. wellenstein
s.  owaki;u. e. becker
philip d. miller;f. d. mcdaniel
l. a. bloomfield;theodor w. hänsch
gordon h. dunn;r. a. phaneuf
hans  lundberg;c.  levinson
j. norman bardsley;andrew u. hazi
robert  blinc;h.  arend
t.  kawabe;s.  miyoshi
john c. miller;robert n. compton
s.  liberman;serge  feneuille
m. c. dharma-wardana;françois  perrot
werner  känzig;p.  böni
d.  dillenburg;r. s. schneider
j.  patel;a.  van wijngaarden
donald r. beck;m. salim banna
gérard  nollez;claudine  goldbach
a. ganesh vaidyanathan;jan r. rubbmark
allan a. hauer;k. g. whitney
b. p. leblanc;b. l. stansfield
m.  meuti;r.  compagnoni
j. p. chabrat;j.  rouch
e. f. da silveira;f. l. freire
j. p. eckmann;h. r. koch
peter f. meier;h.  appel
w. m. zheng;tomio y. petrosky
daniel f. walls;margaret d. reid
j. f. bak;g.  petersen
michael a morrison;lee a. collins
michel  vedel;g.  brincourt
david a. dixon;donald g. truhlar
charles  rosenblatt;carl w. garland
alfred m. levine;w. m. schreiber
tilmann d. märk;alexander  stamatovic
paul s. linsay;stuart d. brorson
john c. cooper;c. v. kunasz
p. r. fournier;b.  sayer
sandra  carillo;franco  bassani
j. a. stone;thomas j. morgan
charles j. joachain;r. k. janev
p.  grafström;hans  lundberg
j. p. wagenaar;c. e. van eijk
franz  howorka;j. h. futrell
raman nath srivastava;b. g. gokhale
werner  vogel;d. g. welsch
farid f. abraham;stephan w. koch
mark r. hermann;peter w. langhoff
ernest g. kessler;w.  schwitz
daniel a. beysens;g.  zalczer
gervais  chapuis;robert  blinc
itsuo  katayama;s. a. martin
a. m. marvin;flavio  toigo
roman  laubert;m. m. schauer
a. ganesh vaidyanathan;theodore w. ducas
k.  lücke;a.  timmermann
r. h. pratt;h. k. tseng
robert e. lavilla;p. l. cowan
jerry p. gollub;a. r. mccarriar
c. c. sung;rufus h. ritchie
john r. sabin;jens  oddershede
j. j. leventhal;ennio  arimondo
yasukage  oda;claude  deutsch
s. r. hartmann;thomas w. mossberg
jay r. ackerhalt;mei li  shih
o.  redi;m.  tawil
a. s. vodopianov;a. s. kanofsky
norberto  micali;francesco  mallamace
mauricio  fortes;s. m. peltier
robert h. mcfarland;b. d. liu
b.  styczen;j. l. tain
b.  dubois;m.  prost
r. a. phaneuf;ignacio  alvarez
paolo  grigolini;matteo  giordano
mike c. andrews;grzegorz  lapicki
b.  moncef-bouanz;daniel a. beysens
s. a. clough;richard w. davies
masato  nishida;t.  tonuma
i. jong kim;j.  kubic
m.  jäntti;seppo  aksela
joel i. gersten;r. r. alfano
a. s. vodopianov;richard a. carrigan
j. b. donahue;p. m. gram
w. r. garrett;wanda r. ferrell
setsuo  ichimaru;kenichi  utsumi
donald harvey stork;richard a. carrigan
masato  nishida;hiroshi  kumagai
annie  chetioui;m. t. ramos
a. a. offenberger;roscoe c. giles
s. d. marcum;r. a. tilton
james r. morris;bruce w. shore
p. r. jensen;s. pape møller
a. b. watson;i. jong kim
a. b. watson;c. r. sun
s. r. hartmann;paul r. berman
shunsuke  ohtani;k.  okuno
j.  witt;klaas  bergmann
richard a. ferrell;jayanta k. bhattacharjee
m. h. tuilier;nissan  spector
a. p. rau;k. t. lu
grant j. lockwood;glenn h. miller
siamak  shahabi;anthony f. starace
jacques  bauche;e.  meroz
g.  basavaraju;a. k. priyadarsini
j. c. pratt;m. e. hamm
b. v. mckoy;ann e. orel
ira b. bernstein;phillip  sprangle
c.  jupén;erling  veje
victor  pol;k. r. hoffman
marco  zannetti;patrizia  ruggiero
carl w. garland;john w. goodby
s.  doglia;norberto  micali
k.  sera;m.  sebata
pratibha  gupta;k. s. srivastava
r.  helbing;g. f. drake
michel  gross;j. m. raimond
p. s. ramanujam;u.  nielsen
a.  matsumoto;masahiro  kimura
s. pape møller;j. f. bak
richard d. deslattes;p. l. cowan
j.  meissburger;j. m. römer
james r. huddle;j. richard mowat
giovanni  stefani;j. Østgaard olsen
m.  eminyan;j. m. woolsey
j. a. stone;m.  mayo
m.  bitter;k. w. hill
stanley l. haan;john w. cooper
jiang  zhan-kui;s.  svanberg
j. p. malrieu;daniel  maynau
david m. garner;donald g. fleming
p.  ehrhart;e.  köhler
marija  vilfan;slobodan  Žumer
john a. white;edward m. gaddy
sven  mannervik;g.  astner
maxi san miguel;josé maría sancho
paul  indelicato;j. p. mossé
m.  suter;ivan a. sellin
daniel s. chemla;a.  maruani
ronald e. olson;alfred  müller
concita  sibilia;mario  bertolotti
m.  klapisch;claire  bauche-arnoult
prabir k. roy;n. c. sil
oskar e. polansky;jeremiah n. silverman
c.  chaleard;b.  dubreuil
m.  meuti;t.  chiaranza
m. ya. amusia;n. a. cherepkov
justin m. sanders;oswald  benka
donald harvey stork;e. n. tsyganov
s. m. shafroth;j. richard mowat
jay r. ackerhalt;harold w. galbraith
a.  hashizume;hiroshi  kumagai
john w. goodby;j. d. litster
b.  liberman;e. h. da jornada
rolfe g. petschek;john c. wheeler
ch.  stoller;robert  anholt
g.  reinhold;w. w. byszewski
u.  nielsen;ove  poulsen
s. a. ahmad;t. p. das
j. l. davis;j. p. apruzese
s.  svanberg;jiang  zhan-kui
t. p. das;s. a. ahmad
w. b. westerveld;c. c. havener
leah  gitter;david  salzmann
m.  prost;n.  stolterfoht
p. k. srivastava;r. p. saxena
j  c. gauthier;p.  polak-dingels
masahiro  kimura;seishi  takagi
h. q. porter;c. g. back
w. t. armstrong;j.  lipson
i. jong kim;a. s. kanofsky
victor  steinberg;helmut r. brand
h. h. stroke;paul r. berman
g.  melchart;j. s. forster
tsu jye a. nee;james r. roberts
m. v. ramana;a. k. rajagopal
a.  bagheri;j. m. stadlbauer
a. g. de pinho;f. l. freire
p. g. rancoita;steven  hancock
f. t. chan;t. s. ho
m. c. stemmet;peter f. meier
lloyd l. chase;d.  hulin
dieter  liesen;r. h. schuch
leonard d. mlodinow;carl m. bender
fred w. meyer;hae jin kim
k. a. smith;m. p. slusher
e.  uggerhøj;p. r. jensen
dan  dill;albert c. parr
c. r. mandal;shyamal  datta
thomas f. gallagher;william e. cooke
e. f. da silveira;a. g. de pinho
hitoshi  homma;r. t. robiscoe
c.  camhy-val;f.  bely-dubau
m.  klapisch;eliane  luc-koenig
brian  weiner;osvaldo  goscinski
b. b. bandong;oswald  benka
gy.  csanak;robert t. poe
john m. dawson;charles f. kennel
matti  hotokka;m.  jäntti
a.  hashizume;koichi  izumo
g. d. rovera;aldo  godone
m. e. hamm;kenneth b. butterfield
f.  entezami;dezsö  horváth
j. a. stone;g. a. murray
alfred z. msezane;giovanni  stefani
e.  meroz;jacques  bauche
m. w. derstine;hyatt m. gibbs
gordon h. dunn;alfred z. msezane
k. a. safinya;g. a. ruff
jean pierre briand;d.  girard-vernhet
k. g. huang;vernon w. hughes
shuzo  hattori;masahiro  okuda
j. c. pratt;m. a. yates
t.  kawazura;takuji  nomura
n. v. de castro faria;e. f. da silveira
samuel l. mccall;e. a. watson
j. warren stearns;alfred s. schlachter
wayne a. mcmullin;george l. johnston
claude  garrod;james  hurley
itamar  procaccia;heinz georg schuster
charles f. kennel;ferdinand v. coroniti
charles r. vane;m.  suter
rido  mann;alfred s. schlachter
i. jong kim;e. n. tsyganov
t.  mochizuki;kunioki  mima
lawrence b. mendelsohn;h.  grossman
c.  sinha;n. c. deb
e.  rille;v. c. sutcliffe
a.  matsumoto;norio  kobayashi
m.  van thiel;david a. young
k. m. young;h. m. lai
s. pape møller;p.  siffert
e.  yépez;a.  calles
peter r. antoniewicz;hoi lai yu
r.  regall;j. f. bak
giuseppe  chidichimo;j. william doane
o.  renner;w.  schwitz
erwin l. hahn;robert j. wilson
c. a. frost;m. a. yates
hyatt m. gibbs;y.  claude
g.  piller;a.  rüetschi
i. s. shahin;g. barry hillard
stefano  baroni;alfonso  baldereschi
n.  stolterfoht;r. du bois
doreen a. weinberger;nancy d. piltch
s.  bujarbarua;e. w. laedke
m. salim banna;r. j. key
l. l. lewis;david j. wineland
frederic a. hopf;d. l. kaplan
t.  andersen;ove  poulsen
j. c. camparo;r. p. frueholz
p.  kammel;c. a. petitjean
g.  vassilev;j. m. woolsey
j. n. shaumeyer;c. c. agosta
g. peter lepage;peter m. zerwas
b. r. müller;walter  greiner
c. a. ratcliffe;r. d. dubois
s. m. george;c. b. harris
b. c. robertson;j. m. stadlbauer
t. p. das;k.  raghunathan
george  rosensteel;moyez g. vassanji
pierre  meystre;marlan o. scully
daniel  maynau;j. p. malrieu
r. w. hamm;p. m. gram
s. d. berry;marianne  breinig
paul  mandel;th.  erneux
a. refik kortan;robert j. birgeneau
paul r. berman;h. h. stroke
d. l. ziegler;j. d. cogan
john t. park;jerry l. peacher
s. pape møller;e.  uggerhøj
nuno p. vaz;zvi  yaniv
amina  taleb;j.  pinard
arun kumar srivastava;amita  chaubey
cyrus r. safinya;benjamin m. ocko
padma kant shukla;ram k. varma
james e. turner;m. l. rustgi
stephen j. buckman;arthur v. phelps
ivan a. sellin;steven h. overbury
r. s. bhattacharjee;r. p. saxena
girish s. agarwal;s. r. singh
j. a. kash;sun  tao-heng
shonosuke  ohta;yasuji e. sawada
s.  tsurubuchi;shunsuke  ohtani
eliane  luc-koenig;jacques  bauche
bernardo a. huberman;d.  d'humieres
r.  boggy;frank a. franz
ingrid  kuen;herbert  störi
k.  sera;a.  yamadera
k.  parthasaradhi;r. l. watson
y.  botzanowski;bernard  talin
g.  nolte;uwe  wille
h. w. roser;martin  salomon
erling  veje;j. o. ekberg
lorenz s. cederbaum;michael  berman
eok k. lee;k. d. luks
fumio  shiraishi;jian zhi  ruan(gen)
a. l. merts;robert h. clark
d.  hulin;lloyd l. chase
s. a. martin;b.  styczen
t. e. toohig;donald harvey stork
albert b. zisook;scott j. shenker
